                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.45155,                0.36186,                0.95868,                0.99674,                0.99906,                  0.995,                0.92493,                 0.3984,                0.22701,                 0.9613,             0.00069807,             0.00069807,             0.00069807
                    157,                0.44876,                0.37345,                0.96487,                 0.9979,                0.99931,                  0.995,                 0.9245,                0.39935,                0.22341,                0.94411,             0.00069335,             0.00069335,             0.00069335
                    158,                0.44879,                 0.3531,                0.95673,                  0.998,                      1,                  0.995,                 0.9248,                 0.3908,                0.22466,                0.96138,             0.00068864,             0.00068864,             0.00068864
                    159,                0.43547,                0.34451,                0.94457,                0.99754,                      1,                  0.995,                0.91574,                0.39665,                0.21581,                0.95858,             0.00068392,             0.00068392,             0.00068392
                    160,                0.46062,                0.35458,                0.95469,                0.99084,                0.99949,                  0.995,                0.91658,                0.38987,                0.21261,                 0.9716,              0.0006792,              0.0006792,              0.0006792
                    161,                0.45205,                0.35761,                0.95028,                0.98641,                 0.9941,                0.99494,                0.91119,                0.38734,                0.22929,                0.95584,             0.00067449,             0.00067449,             0.00067449
                    162,                0.44532,                0.35821,                0.95935,                0.99692,                0.99924,                  0.995,                 0.9197,                0.37951,                0.21536,                0.95437,             0.00066977,             0.00066977,             0.00066977
                    163,                0.42347,                0.34394,                0.94165,                0.99823,                0.99928,                  0.995,                0.91604,                0.39414,                0.20671,                0.98361,             0.00066506,             0.00066506,             0.00066506
                    164,                0.43109,                 0.3343,                0.94886,                 0.9966,                0.99892,                  0.995,                0.91933,                0.42141,                0.20851,                0.98528,             0.00066034,             0.00066034,             0.00066034
                    165,                0.42035,                0.33263,                0.93851,                 0.9959,                      1,                  0.995,                0.92181,                0.39452,                0.21951,                0.98995,             0.00065563,             0.00065563,             0.00065563
                    166,                0.42808,                 0.3298,                0.93764,                0.99811,                      1,                  0.995,                0.93261,                 0.3663,                0.21931,                0.94581,             0.00065091,             0.00065091,             0.00065091
                    167,                0.41424,                0.31926,                0.94042,                0.99723,                0.99941,                  0.995,                0.91839,                0.37456,                0.21519,                 0.9597,             0.00064619,             0.00064619,             0.00064619
                    168,                0.42948,                0.33742,                0.94292,                0.99819,                0.99975,                  0.995,                0.92457,                0.40352,                0.24698,                0.98503,             0.00064148,             0.00064148,             0.00064148
                    169,                0.43225,                0.35304,                0.92841,                0.99791,                0.99995,                  0.995,                0.93835,                0.38478,                0.21296,                 0.9781,             0.00063676,             0.00063676,             0.00063676
                    170,                0.42704,                0.33493,                0.94911,                0.99589,                 0.9986,                  0.995,                0.92482,                0.39663,                0.20622,                 1.0121,             0.00063205,             0.00063205,             0.00063205
                    171,                0.44413,                 0.3469,                0.95046,                0.99765,                0.99876,                  0.995,                0.92847,                 0.3874,                0.20838,                0.99468,             0.00062733,             0.00062733,             0.00062733
                    172,                0.43063,                0.32472,                0.93605,                0.99763,                 0.9994,                  0.995,                0.92879,                0.38764,                0.21585,                 0.9779,             0.00062262,             0.00062262,             0.00062262
                    173,                0.43038,                0.34017,                0.94765,                0.99608,                0.99907,                  0.995,                0.92523,                0.40134,                0.20922,                0.97637,              0.0006179,              0.0006179,              0.0006179
                    174,                0.42837,                0.33629,                0.93523,                 0.9985,                0.99515,                  0.995,                0.92731,                0.38708,                0.21573,                0.98407,             0.00061318,             0.00061318,             0.00061318
                    175,                0.41902,                0.33416,                0.94317,                0.99663,                0.99855,                  0.995,                0.93109,                0.38556,                0.20607,                0.99574,             0.00060847,             0.00060847,             0.00060847
                    176,                0.43047,                0.34599,                0.94642,                0.99733,                0.99924,                  0.995,                0.93266,                0.37215,                0.20487,                0.96718,             0.00060375,             0.00060375,             0.00060375
                    177,                 0.4087,                0.31218,                0.93357,                0.99789,                0.99946,                  0.995,                0.92434,                0.37484,                0.20125,                 0.9462,             0.00059904,             0.00059904,             0.00059904
                    178,                0.39597,                 0.3198,                 0.9427,                0.99642,                0.99936,                  0.995,                0.93712,                0.37388,                0.20519,                0.93098,             0.00059432,             0.00059432,             0.00059432
                    179,                0.40408,                0.31136,                0.94778,                0.99633,                0.99926,                  0.995,                0.92414,                0.38756,                0.19173,                0.94384,             0.00058961,             0.00058961,             0.00058961
                    180,                0.41775,                0.32817,                0.94588,                0.99698,                0.99988,                  0.995,                 0.9402,                0.36948,                0.19347,                  0.936,             0.00058489,             0.00058489,             0.00058489
                    181,                0.42395,                0.32099,                0.94395,                0.99764,                0.99951,                  0.995,                0.93764,                0.35177,                0.18945,                0.94491,             0.00058017,             0.00058017,             0.00058017
                    182,                0.41985,                 0.3379,                 0.9404,                0.99689,                0.99958,                  0.995,                0.93341,                0.35731,                0.19546,                0.93924,             0.00057546,             0.00057546,             0.00057546
                    183,                0.41262,                0.32677,                0.92812,                 0.9979,                      1,                  0.995,                0.93625,                0.37317,                0.22193,                0.94276,             0.00057074,             0.00057074,             0.00057074
                    184,                0.40281,                0.34084,                0.94105,                0.99705,                0.99953,                  0.995,                0.93162,                0.37622,                0.19862,                0.95659,             0.00056603,             0.00056603,             0.00056603
                    185,                0.42144,                0.33837,                0.93549,                  0.997,                0.99951,                  0.995,                0.93439,                0.36354,                0.19458,                0.94309,             0.00056131,             0.00056131,             0.00056131
                    186,                0.39405,                0.31366,                0.93686,                0.99672,                0.99959,                  0.995,                 0.9195,                0.37927,                0.20875,                0.94034,              0.0005566,              0.0005566,              0.0005566
                    187,                0.41562,                0.33043,                0.93588,                0.99744,                 0.9992,                  0.995,                0.93963,                0.35053,                0.20626,                0.92892,             0.00055188,             0.00055188,             0.00055188
                    188,                0.40077,                0.33051,                0.93587,                0.99727,                0.99992,                  0.995,                0.93015,                0.38399,                0.21922,                 0.9319,             0.00054716,             0.00054716,             0.00054716
                    189,                0.40938,                0.32282,                0.94153,                0.99681,                0.99881,                  0.995,                0.92282,                 0.3722,                0.21479,                0.92834,             0.00054245,             0.00054245,             0.00054245
                    190,                0.40182,                0.30673,                0.92883,                0.99745,                0.99909,                  0.995,                0.93486,                0.36884,                0.20844,                0.94881,             0.00053773,             0.00053773,             0.00053773
                    191,                0.41708,                0.34646,                0.94547,                0.99697,                 0.9993,                  0.995,                0.92859,                0.36841,                0.21476,                0.94957,             0.00053302,             0.00053302,             0.00053302
                    192,                0.41074,                0.33654,                0.93233,                0.99731,                      1,                  0.995,                0.94452,                0.37702,                0.22379,                0.97069,              0.0005283,              0.0005283,              0.0005283
                    193,                 0.4183,                0.32453,                0.94776,                0.99694,                0.99975,                  0.995,                0.93493,                 0.3799,                0.21341,                0.98832,             0.00052359,             0.00052359,             0.00052359
                    194,                0.39939,                0.32102,                0.93557,                0.99667,                0.99416,                  0.995,                0.93473,                0.38419,                0.21392,                0.98787,             0.00051887,             0.00051887,             0.00051887
                    195,                0.40811,                0.32023,                  0.935,                0.99832,                      1,                  0.995,                0.92085,                0.39752,                 0.2111,                0.98874,             0.00051415,             0.00051415,             0.00051415
                    196,                0.40213,                0.32379,                0.94105,                0.99776,                      1,                  0.995,                0.92911,                0.38673,                0.20224,                0.98096,             0.00050944,             0.00050944,             0.00050944
                    197,                 0.4006,                 0.3258,                 0.9392,                 0.9974,                      1,                  0.995,                0.93341,                0.38565,                0.20249,                0.98067,             0.00050472,             0.00050472,             0.00050472
                    198,                0.41156,                  0.327,                0.92914,                0.99682,                      1,                  0.995,                0.93096,                0.38737,                0.20908,                0.95313,             0.00050001,             0.00050001,             0.00050001
                    199,                0.39031,                0.31581,                0.93102,                0.99805,                      1,                  0.995,                0.93338,                0.37337,                0.19706,                0.94769,             0.00049529,             0.00049529,             0.00049529
                    200,                0.39191,                0.30412,                0.92679,                0.99755,                      1,                  0.995,                0.93144,                0.38065,                0.19512,                0.96882,             0.00049058,             0.00049058,             0.00049058
                    201,                0.38891,                0.30997,                0.93288,                0.99614,                      1,                  0.995,                0.93374,                 0.3931,                0.20538,                0.96762,             0.00048586,             0.00048586,             0.00048586
                    202,                0.40102,                0.32895,                0.92425,                0.99677,                0.99957,                  0.995,                0.93437,                0.39438,                 0.2045,                0.98375,             0.00048114,             0.00048114,             0.00048114
                    203,                0.40762,                 0.3488,                 0.9381,                0.99795,                0.99906,                  0.995,                0.92613,                0.38832,                 0.1999,                0.98963,             0.00047643,             0.00047643,             0.00047643
                    204,                0.37492,                0.30306,                0.93809,                0.99831,                      1,                  0.995,                0.93615,                0.36229,                 0.1908,                0.95213,             0.00047171,             0.00047171,             0.00047171
                    205,                0.38585,                0.31328,                0.93037,                0.99822,                0.99991,                  0.995,                0.93926,                0.36487,                0.19439,                0.95243,               0.000467,               0.000467,               0.000467
                    206,                0.37121,                0.29942,                0.92138,                 0.9977,                      1,                  0.995,                0.93735,                0.35296,                0.19667,                0.93295,             0.00046228,             0.00046228,             0.00046228
                    207,                0.39483,                0.31394,                0.92569,                0.99683,                0.99941,                  0.995,                0.93214,                0.37037,                 0.1913,                0.95159,             0.00045757,             0.00045757,             0.00045757
                    208,                0.37827,                0.29723,                0.92823,                0.99548,                0.99859,                  0.995,                0.93768,                0.36032,                0.19946,                0.96429,             0.00045285,             0.00045285,             0.00045285
                    209,                0.39173,                0.31673,                 0.9283,                0.99616,                0.99864,                  0.995,                0.93918,                0.36735,                0.20326,                0.96351,             0.00044813,             0.00044813,             0.00044813
                    210,                0.39363,                0.29754,                0.93541,                 0.9982,                  0.999,                  0.995,                0.94294,                0.36895,                0.20241,                 0.9581,             0.00044342,             0.00044342,             0.00044342
                    211,                0.38338,                 0.3113,                0.92382,                0.99759,                      1,                  0.995,                0.93356,                0.36249,                0.19246,                 0.9705,              0.0004387,              0.0004387,              0.0004387
                    212,                0.39123,                0.31161,                0.92224,                0.99725,                      1,                  0.995,                0.93965,                0.35956,                0.19939,                0.96115,             0.00043399,             0.00043399,             0.00043399
                    213,                0.38799,                 0.3098,                0.93969,                0.99704,                      1,                  0.995,                0.94876,                0.36334,                0.19265,                0.97108,             0.00042927,             0.00042927,             0.00042927
                    214,                0.38782,                0.30927,                0.91644,                 0.9962,                      1,                  0.995,                0.94059,                 0.3577,                0.20114,                0.95154,             0.00042456,             0.00042456,             0.00042456
                    215,                0.39312,                0.31777,                0.92655,                0.99667,                      1,                  0.995,                0.93008,                0.36567,                0.20245,                0.95037,             0.00041984,             0.00041984,             0.00041984
                    216,                 0.3956,                0.29839,                0.92374,                0.99776,                      1,                  0.995,                0.93194,                0.36571,                0.19032,                0.95009,             0.00041512,             0.00041512,             0.00041512
                    217,                0.38349,                0.30144,                0.92749,                0.99732,                      1,                  0.995,                0.94127,                0.35744,                0.18825,                0.95002,             0.00041041,             0.00041041,             0.00041041
                    218,                0.37435,                0.30978,                0.92188,                0.99761,                      1,                  0.995,                0.93658,                0.35492,                0.19489,                0.94577,             0.00040569,             0.00040569,             0.00040569
                    219,                0.36377,                0.30264,                0.91995,                0.99811,                      1,                  0.995,                0.93567,                0.36236,                0.19603,                0.95029,             0.00040098,             0.00040098,             0.00040098
                    220,                0.38366,                0.29362,                0.92375,                0.99793,                      1,                  0.995,                0.92992,                0.36903,                0.20322,                 0.9564,             0.00039626,             0.00039626,             0.00039626
                    221,                0.37825,                0.28982,                0.92955,                0.99804,                      1,                  0.995,                0.94341,                 0.3528,                0.20403,                0.94887,             0.00039155,             0.00039155,             0.00039155
                    222,                0.40371,                0.30475,                0.93514,                0.99758,                      1,                  0.995,                0.93661,                  0.373,                0.19481,                0.97346,             0.00038683,             0.00038683,             0.00038683
                    223,                0.40576,                0.30059,                0.92558,                 0.9976,                      1,                  0.995,                0.93477,                 0.3808,                0.19373,                0.97899,             0.00038211,             0.00038211,             0.00038211
                    224,                0.38205,                0.29358,                0.92701,                0.99722,                      1,                  0.995,                0.93485,                0.37171,                0.19239,                0.97473,              0.0003774,              0.0003774,              0.0003774
                    225,                0.36823,                0.30477,                0.91723,                0.99716,                      1,                  0.995,                0.94489,                0.35552,                0.20441,                0.94959,             0.00037268,             0.00037268,             0.00037268
                    226,                0.37014,                0.27059,                0.92901,                0.99512,                      1,                  0.995,                0.93502,                 0.3558,                0.20178,                0.94063,             0.00036797,             0.00036797,             0.00036797
                    227,                 0.3685,                 0.2791,                 0.9216,                0.99702,                0.99944,                  0.995,                 0.9455,                0.35391,                0.18725,                0.94332,             0.00036325,             0.00036325,             0.00036325
                    228,                 0.3688,                0.30424,                0.92803,                0.99638,                0.99984,                  0.995,                0.93757,                0.36599,                0.18834,                0.95324,             0.00035854,             0.00035854,             0.00035854
                    229,                 0.3561,                 0.2866,                0.91746,                0.99742,                      1,                  0.995,                0.93896,                0.36984,                0.20644,                0.95366,             0.00035382,             0.00035382,             0.00035382
                    230,                0.36816,                0.30382,                0.91906,                0.99828,                      1,                  0.995,                0.94013,                0.36143,                0.19674,                0.94247,              0.0003491,              0.0003491,              0.0003491
                    231,                 0.3728,                0.29389,                0.92776,                0.99772,                      1,                  0.995,                0.94324,                0.36068,                0.18641,                0.93986,             0.00034439,             0.00034439,             0.00034439
                    232,                0.37213,                0.28898,                0.92197,                0.99704,                      1,                  0.995,                0.94455,                 0.3653,                0.19293,                0.94416,             0.00033967,             0.00033967,             0.00033967
                    233,                0.36923,                0.29804,                0.91981,                0.99722,                      1,                  0.995,                0.94046,                0.38054,                0.19581,                0.96299,             0.00033496,             0.00033496,             0.00033496
                    234,                0.36985,                0.28526,                0.92136,                0.99771,                      1,                  0.995,                0.93805,                0.37622,                0.20738,                0.96482,             0.00033024,             0.00033024,             0.00033024
                    235,                0.35482,                0.27263,                0.91294,                0.99833,                      1,                  0.995,                0.94148,                0.36608,                0.19962,                0.96659,             0.00032553,             0.00032553,             0.00032553
                    236,                0.36059,                0.29996,                0.91786,                0.99803,                      1,                  0.995,                0.94329,                 0.3648,                  0.199,                0.95575,             0.00032081,             0.00032081,             0.00032081
                    237,                0.35904,                  0.278,                0.91671,                0.99771,                      1,                  0.995,                0.94772,                0.35978,                  0.202,                0.95132,             0.00031609,             0.00031609,             0.00031609
                    238,                0.36233,                0.29142,                 0.9171,                0.99792,                      1,                  0.995,                0.94868,                0.36162,                0.21056,                0.95223,             0.00031138,             0.00031138,             0.00031138
                    239,                0.36633,                0.29705,                0.91994,                0.99719,                      1,                  0.995,                0.93746,                0.37392,                0.20213,                0.96481,             0.00030666,             0.00030666,             0.00030666
                    240,                0.34946,                0.28671,                0.92353,                0.99734,                0.99987,                  0.995,                0.94035,                0.37907,                0.20459,                0.97743,             0.00030195,             0.00030195,             0.00030195
                    241,                0.35033,                0.26543,                0.91228,                0.99768,                0.99999,                  0.995,                0.93696,                0.37251,                0.19094,                0.96667,             0.00029723,             0.00029723,             0.00029723
                    242,                0.34513,                0.26937,                  0.897,                 0.9972,                 0.9997,                  0.995,                 0.9501,                 0.3619,                0.18797,                0.95145,             0.00029252,             0.00029252,             0.00029252
                    243,                0.34056,                0.27589,                0.91679,                0.99679,                0.99991,                  0.995,                0.92859,                0.36464,                0.18982,                0.96194,              0.0002878,              0.0002878,              0.0002878
                    244,                0.34905,                0.27974,                0.90684,                0.99654,                      1,                  0.995,                0.93585,                0.36968,                0.19388,                0.94973,             0.00028308,             0.00028308,             0.00028308
                    245,                0.34002,                0.28061,                0.91065,                0.99696,                      1,                  0.995,                0.93632,                0.35923,                0.19775,                0.94531,             0.00027837,             0.00027837,             0.00027837
                    246,                0.35868,                0.28828,                0.91709,                0.99738,                      1,                  0.995,                0.92404,                0.37491,                0.20048,                0.96148,             0.00027365,             0.00027365,             0.00027365
                    247,                0.34693,                0.26294,                0.91028,                0.99803,                      1,                  0.995,                 0.9224,                0.36885,                0.19905,                0.95495,             0.00026894,             0.00026894,             0.00026894
                    248,                0.34833,                0.28341,                0.91002,                0.99731,                      1,                  0.995,                 0.9284,                 0.3641,                0.19497,                0.94475,             0.00026422,             0.00026422,             0.00026422
                    249,                0.34217,                0.27282,                0.91568,                0.99689,                      1,                  0.995,                0.93815,                0.35919,                 0.1871,                 0.9484,             0.00025951,             0.00025951,             0.00025951
                    250,                0.33291,                 0.2623,                0.92101,                0.99719,                      1,                  0.995,                0.94339,                0.36041,                0.18754,                0.95044,             0.00025479,             0.00025479,             0.00025479
                    251,                0.34564,                0.26474,                0.91773,                0.99801,                      1,                  0.995,                0.93925,                0.35956,                0.18104,                0.95158,             0.00025007,             0.00025007,             0.00025007
                    252,                0.33709,                0.27617,                0.90445,                0.99804,                      1,                  0.995,                0.93322,                0.36693,                0.18708,                0.95975,             0.00024536,             0.00024536,             0.00024536
                    253,                0.35031,                 0.2785,                0.91201,                0.99728,                      1,                  0.995,                0.94725,                0.35879,                0.18599,                 0.9639,             0.00024064,             0.00024064,             0.00024064
                    254,                0.34052,                0.26181,                0.90635,                0.99661,                      1,                  0.995,                0.94555,                0.35274,                0.18325,                0.95909,             0.00023593,             0.00023593,             0.00023593
                    255,                0.33422,                0.29914,                0.91923,                0.99693,                      1,                  0.995,                0.94557,                0.35661,                0.17984,                0.95032,             0.00023121,             0.00023121,             0.00023121
                    256,                0.33288,                0.25882,                0.89889,                0.99777,                      1,                  0.995,                0.94393,                0.35342,                0.17869,                0.94836,              0.0002265,              0.0002265,              0.0002265
                    257,                0.32971,                0.26584,                0.90152,                0.99768,                      1,                  0.995,                0.95034,                0.35394,                0.18163,                0.94609,             0.00022178,             0.00022178,             0.00022178
                    258,                0.33743,                0.28156,                0.91526,                0.99743,                      1,                  0.995,                0.94521,                0.35618,                0.17837,                0.94153,             0.00021707,             0.00021707,             0.00021707
                    259,                0.34373,                0.27473,                0.91741,                0.99672,                0.99932,                  0.995,                0.94227,                0.35564,                0.18086,                0.94455,             0.00021235,             0.00021235,             0.00021235
                    260,                0.32635,                0.26776,                0.90057,                0.99605,                 0.9992,                  0.995,                0.95061,                0.34663,                0.17516,                0.94293,             0.00020763,             0.00020763,             0.00020763
                    261,                0.33239,                0.25795,                0.90511,                0.99653,                0.99951,                  0.995,                0.94921,                0.35096,                0.18564,                0.94607,             0.00020292,             0.00020292,             0.00020292
                    262,                0.35968,                0.29761,                0.92291,                0.99753,                 0.9999,                  0.995,                0.93938,                0.35223,                0.17853,                0.95338,              0.0001982,              0.0001982,              0.0001982
                    263,                0.32859,                0.27115,                0.90926,                0.99811,                      1,                  0.995,                0.94236,                0.35158,                0.17649,                0.95193,             0.00019349,             0.00019349,             0.00019349
                    264,                0.33884,                0.26134,                0.91732,                0.99739,                0.99933,                  0.995,                0.94349,                0.35418,                0.17777,                0.95514,             0.00018877,             0.00018877,             0.00018877
                    265,                0.33687,                0.26808,                0.90349,                0.99668,                 0.9991,                  0.995,                0.93956,                0.35464,                0.18254,                0.94992,             0.00018406,             0.00018406,             0.00018406
                    266,                0.32776,                0.26689,                0.91179,                0.99631,                0.99912,                  0.995,                0.94122,                0.35733,                0.17994,                0.94959,             0.00017934,             0.00017934,             0.00017934
                    267,                0.32936,                0.25413,                0.90296,                0.99654,                0.99911,                  0.995,                0.92782,                0.35681,                0.17634,                0.95061,             0.00017462,             0.00017462,             0.00017462
                    268,                 0.3357,                 0.2579,                 0.9163,                0.99682,                0.99935,                  0.995,                0.94228,                0.35506,                0.18265,                0.95719,             0.00016991,             0.00016991,             0.00016991
                    269,                0.32676,                0.25609,                0.90925,                0.99675,                0.99935,                  0.995,                  0.935,                0.35752,                0.17802,                0.96231,             0.00016519,             0.00016519,             0.00016519
                    270,                 0.3411,                  0.271,                0.91083,                0.99668,                0.99959,                  0.995,                0.94406,                0.34554,                0.17814,                0.95989,             0.00016048,             0.00016048,             0.00016048
                    271,                0.32274,                0.25598,                0.90404,                0.99704,                0.99975,                  0.995,                0.94311,                0.34974,                0.17888,                0.95847,             0.00015576,             0.00015576,             0.00015576
                    272,                0.33215,                0.26238,                0.91152,                0.99969,                      1,                  0.995,                0.93919,                  0.355,                0.17747,                0.95642,             0.00015105,             0.00015105,             0.00015105
                    273,                0.31854,                0.24969,                0.90066,                0.99968,                      1,                  0.995,                0.94489,                0.35282,                0.17483,                0.95469,             0.00014633,             0.00014633,             0.00014633
                    274,                0.32336,                0.26453,                0.89653,                0.99968,                      1,                  0.995,                0.93626,                0.35148,                0.17575,                0.95346,             0.00014161,             0.00014161,             0.00014161
                    275,                0.32349,                0.26045,                0.90168,                0.99969,                      1,                  0.995,                  0.936,                0.35201,                0.17631,                0.95546,              0.0001369,              0.0001369,              0.0001369
                    276,                0.31522,                0.25551,                0.89201,                0.99732,                      1,                  0.995,                0.94086,                0.35172,                0.17519,                0.96166,             0.00013218,             0.00013218,             0.00013218
                    277,                0.32447,                0.24465,                0.89876,                0.99751,                      1,                  0.995,                0.94632,                0.35124,                0.17967,                0.96201,             0.00012747,             0.00012747,             0.00012747
                    278,                 0.3121,                0.24758,                0.90697,                0.99757,                 0.9997,                  0.995,                0.93838,                0.35786,                0.17929,                0.96095,             0.00012275,             0.00012275,             0.00012275
                    279,                0.31586,                0.25417,                0.90495,                0.99732,                0.99966,                  0.995,                0.93858,                0.35919,                0.17421,                 0.9629,             0.00011804,             0.00011804,             0.00011804
                    280,                0.31218,                0.25456,                0.90479,                0.99737,                0.99984,                  0.995,                0.94285,                0.35764,                0.16918,                0.95898,             0.00011332,             0.00011332,             0.00011332
                    281,                0.30446,                 0.2421,                0.89595,                0.99757,                      1,                  0.995,                0.94683,                0.35479,                0.16854,                0.95598,              0.0001086,              0.0001086,              0.0001086
                    282,                0.31617,                0.25987,                0.89679,                0.99768,                      1,                  0.995,                0.94387,                0.35318,                0.17242,                0.95256,             0.00010389,             0.00010389,             0.00010389
                    283,                 0.3157,                0.25859,                0.89865,                0.99774,                      1,                  0.995,                0.94294,                0.34953,                0.17032,                0.94874,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.31729,                0.24574,                0.90981,                0.99769,                      1,                  0.995,                0.94594,                  0.347,                0.16938,                0.94725,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.30344,                0.24414,                0.89929,                0.99756,                      1,                  0.995,                0.94497,                0.34665,                0.16834,                0.94879,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.31052,                 0.2422,                 0.8977,                0.99967,                      1,                  0.995,                0.94617,                0.34414,                0.16668,                0.95138,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.31072,                0.23997,                0.90013,                0.99966,                      1,                  0.995,                0.94753,                0.34808,                 0.1731,                0.95686,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.30329,                0.23602,                0.89681,                0.99964,                      1,                  0.995,                0.94943,                  0.352,                 0.1752,                0.96159,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.32224,                0.25092,                0.91525,                0.99963,                      1,                  0.995,                0.94772,                0.35211,                0.17429,                0.96348,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.31246,                0.25339,                 0.8993,                0.99744,                      1,                  0.995,                0.94464,                0.35358,                0.17686,                0.96515,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                0.26006,                0.18781,                0.84949,                0.99758,                      1,                  0.995,                0.93929,                0.35573,                0.18414,                0.96424,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                0.26013,                0.17018,                0.84456,                0.99762,                      1,                  0.995,                0.93798,                0.35182,                0.18276,                0.95455,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                0.25516,                0.16693,                0.84789,                 0.9977,                      1,                  0.995,                0.93598,                 0.3515,                0.18115,                0.95035,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                0.24068,                0.15245,                0.84173,                0.99781,                      1,                  0.995,                0.93981,                0.35231,                 0.1761,                 0.9486,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                 0.2529,                0.16037,                 0.8408,                0.99787,                      1,                  0.995,                0.93703,                0.35402,                0.17561,                0.94792,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                0.24751,                0.16227,                0.84484,                0.99792,                      1,                  0.995,                0.93428,                0.35281,                0.17643,                0.94823,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                0.24843,                0.16224,                0.84748,                0.99796,                      1,                  0.995,                0.93523,                0.35417,                0.17715,                0.94811,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                0.25684,                0.16499,                0.84722,                0.99787,                      1,                  0.995,                0.93356,                0.35528,                0.17496,                0.94904,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                0.24192,                0.16128,                0.83735,                0.99782,                      1,                  0.995,                0.93378,                0.35549,                0.17942,                 0.9514,             2.3721e-05,             2.3721e-05,             2.3721e-05
                    300,                0.25489,                0.15932,                0.85694,                0.99784,                      1,                  0.995,                0.93408,                0.35292,                0.17651,                0.95002,             1.9006e-05,             1.9006e-05,             1.9006e-05
