                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.49854,                0.38912,                0.96765,                0.98207,                0.99879,                  0.995,                0.91144,                0.40575,                0.24793,                0.95176,             0.00090202,             0.00090202,             0.00090202
                    151,                  0.483,                0.38855,                0.97895,                0.99749,                      1,                  0.995,                0.91245,                0.40214,                0.22837,                0.95251,             0.00089848,             0.00089848,             0.00089848
                    152,                0.49228,                0.37798,                0.96228,                0.97214,                0.99412,                0.99343,                0.89399,                0.41248,                0.27598,                0.96055,             0.00089495,             0.00089495,             0.00089495
                    153,                0.50053,                0.38349,                0.98792,                0.97031,                0.98624,                0.99294,                0.90631,                0.39713,                0.28967,                0.95002,             0.00089141,             0.00089141,             0.00089141
                    154,                0.49432,                0.38715,                0.97748,                0.98184,                0.96912,                0.98794,                 0.9126,                0.40454,                0.27063,                0.97255,             0.00088787,             0.00088787,             0.00088787
                    155,                0.49997,                0.40085,                0.97409,                0.99625,                      1,                  0.995,                0.92124,                0.40117,                0.22842,                0.95379,             0.00088434,             0.00088434,             0.00088434
                    156,                0.50035,                0.39924,                0.98653,                0.99457,                0.99513,                  0.995,                0.91567,                 0.4036,                0.23421,                0.95498,              0.0008808,              0.0008808,              0.0008808
                    157,                0.46722,                0.38005,                0.96033,                0.99649,                      1,                  0.995,                 0.9091,                0.40664,                 0.2339,                0.94253,             0.00087726,             0.00087726,             0.00087726
                    158,                0.48583,                0.39995,                0.96823,                0.97859,                0.98518,                0.99471,                0.90562,                0.41176,                 0.2645,                0.94462,             0.00087373,             0.00087373,             0.00087373
                    159,                0.48236,                0.39238,                 0.9579,                0.99137,                      1,                  0.995,                0.90823,                0.40151,                0.23856,                0.95017,             0.00087019,             0.00087019,             0.00087019
                    160,                 0.4909,                0.38509,                0.96691,                0.99745,                      1,                  0.995,                0.90871,                0.40328,                0.23225,                0.93164,             0.00086665,             0.00086665,             0.00086665
                    161,                 0.4548,                0.36183,                0.94853,                0.99168,                0.98294,                0.99494,                0.91664,                0.36616,                0.22682,                0.91651,             0.00086312,             0.00086312,             0.00086312
                    162,                0.49021,                0.36398,                0.97173,                0.99359,                0.99412,                0.99494,                0.90755,                0.43536,                0.24408,                0.94057,             0.00085958,             0.00085958,             0.00085958
                    163,                0.47611,                0.35198,                0.96633,                0.99446,                 0.9979,                  0.995,                0.91375,                0.39037,                0.23205,                0.94246,             0.00085604,             0.00085604,             0.00085604
                    164,                  0.495,                0.39172,                0.97254,                0.97488,                0.97715,                0.99489,                0.91543,                0.40275,                0.25524,                0.94438,             0.00085251,             0.00085251,             0.00085251
                    165,                 0.4776,                 0.3761,                0.96504,                0.98818,                0.98266,                0.99483,                 0.9077,                0.38075,                 0.2501,                0.92443,             0.00084897,             0.00084897,             0.00084897
                    166,                0.49766,                 0.3995,                0.97591,                0.96719,                0.96554,                0.98951,                0.89996,                0.40375,                0.28894,                0.94009,             0.00084543,             0.00084543,             0.00084543
                    167,                0.48695,                0.37643,                0.97219,                0.98929,                0.99412,                0.99489,                0.92031,                 0.3811,                0.24558,                0.95035,              0.0008419,              0.0008419,              0.0008419
                    168,                0.46306,                0.37566,                0.96317,                0.97155,                0.98942,                  0.986,                0.89817,                0.40537,                0.25469,                0.93991,             0.00083836,             0.00083836,             0.00083836
                    169,                0.47134,                0.38363,                0.95065,                0.97554,                0.99412,                0.99472,                0.91154,                0.41915,                0.24834,                0.94432,             0.00083482,             0.00083482,             0.00083482
                    170,                0.47214,                0.37961,                0.96627,                0.97558,                0.99363,                0.99483,                0.90746,                0.39994,                0.24264,                0.94252,             0.00083129,             0.00083129,             0.00083129
                    171,                0.47607,                0.35595,                0.96332,                0.99036,                0.98948,                0.99489,                0.93142,                0.37399,                 0.2145,                0.93583,             0.00082775,             0.00082775,             0.00082775
                    172,                0.48922,                 0.3957,                0.97839,                 0.9975,                0.99374,                0.99494,                0.92663,                0.38516,                0.21331,                0.96345,             0.00082421,             0.00082421,             0.00082421
                    173,                0.46976,                0.37014,                0.95971,                0.95705,                 0.9957,                0.99358,                0.91202,                0.39524,                0.22963,                0.95014,             0.00082067,             0.00082067,             0.00082067
                    174,                0.45055,                0.35366,                0.95086,                0.96242,                0.95162,                0.98834,                0.90017,                0.42919,                0.28862,                0.99072,             0.00081714,             0.00081714,             0.00081714
                    175,                0.46016,                0.37361,                0.96839,                0.97595,                0.96348,                0.99214,                0.89254,                0.43326,                0.26323,                 1.0295,              0.0008136,              0.0008136,              0.0008136
                    176,                0.47576,                0.37566,                0.96536,                0.99403,                0.99412,                0.99478,                0.90397,                0.42322,                0.25553,                0.98672,             0.00081006,             0.00081006,             0.00081006
                    177,                0.49154,                0.36871,                0.96183,                 0.9857,                  0.975,                0.98011,                0.89061,                0.43341,                0.28251,                0.95038,             0.00080653,             0.00080653,             0.00080653
                    178,                0.47488,                0.38099,                0.97462,                0.99748,                      1,                  0.995,                0.92497,                0.39267,                 0.2158,                0.93699,             0.00080299,             0.00080299,             0.00080299
                    179,                0.47046,                0.37139,                 0.9536,                0.99846,                0.99857,                  0.995,                0.91446,                0.40762,                0.22513,                0.94131,             0.00079945,             0.00079945,             0.00079945
                    180,                0.46237,                0.38967,                0.96402,                0.99795,                0.99958,                  0.995,                0.91439,                0.39347,                 0.2185,                0.95621,             0.00079592,             0.00079592,             0.00079592
                    181,                0.46509,                0.35737,                0.96061,                0.99629,                      1,                  0.995,                0.91962,                 0.3968,                0.21714,                0.96232,             0.00079238,             0.00079238,             0.00079238
                    182,                0.47027,                0.40253,                 0.9705,                0.99622,                      1,                  0.995,                0.91646,                0.41145,                0.22738,                0.95098,             0.00078884,             0.00078884,             0.00078884
                    183,                0.46653,                0.39287,                0.96354,                0.99626,                      1,                  0.995,                0.92929,                0.39621,                0.22998,                0.92714,             0.00078531,             0.00078531,             0.00078531
                    184,                 0.4463,                 1.0437,                0.92999,                0.97789,                0.99534,                0.99448,                0.92932,                0.38018,                0.25467,                0.93233,             0.00078177,             0.00078177,             0.00078177
                    185,                 0.4622,                0.36361,                0.95463,                0.99609,                      1,                  0.995,                0.91536,                0.39405,                0.23408,                0.92892,             0.00077823,             0.00077823,             0.00077823
                    186,                 0.4607,                0.35557,                  0.969,                0.99594,                      1,                  0.995,                0.90115,                  0.404,                 0.2258,                0.93847,              0.0007747,              0.0007747,              0.0007747
                    187,                0.46723,                0.35715,                0.98508,                0.99497,                0.99922,                  0.995,                0.90773,                 0.3949,                0.23153,                0.94693,             0.00077116,             0.00077116,             0.00077116
                    188,                0.45287,                0.41824,                0.95071,                0.99542,                0.99894,                  0.995,                0.90085,                  0.395,                0.23205,                 0.9406,             0.00076762,             0.00076762,             0.00076762
                    189,                0.47651,                0.37989,                0.95132,                0.99648,                0.99835,                  0.995,                0.91358,                0.39289,                  0.228,                0.94802,             0.00076409,             0.00076409,             0.00076409
                    190,                0.46312,                0.36565,                0.97802,                0.99817,                0.99912,                  0.995,                0.91829,                0.39041,                0.21624,                0.92454,             0.00076055,             0.00076055,             0.00076055
                    191,                0.42603,                0.35815,                0.93646,                0.99675,                0.99888,                  0.995,                0.91739,                0.38169,                0.22615,                0.91962,             0.00075701,             0.00075701,             0.00075701
                    192,                0.43599,                0.35106,                0.94181,                0.98985,                0.99496,                  0.995,                 0.9199,                0.38132,                 0.2274,                0.93387,             0.00075348,             0.00075348,             0.00075348
                    193,                0.43715,                0.34266,                0.94424,                 0.9964,                0.99972,                  0.995,                0.91569,                0.38696,                0.22151,                0.94321,             0.00074994,             0.00074994,             0.00074994
                    194,                0.43787,                0.35827,                0.96864,                0.99034,                0.98041,                  0.995,                0.91784,                0.38584,                0.22892,                0.92677,              0.0007464,              0.0007464,              0.0007464
                    195,                0.47486,                0.38217,                0.97575,                0.99512,                0.99616,                  0.995,                0.90056,                0.42704,                0.23437,                0.97499,             0.00074287,             0.00074287,             0.00074287
                    196,                0.44771,                0.37002,                0.94884,                 0.9941,                      1,                  0.995,                0.90251,                0.39873,                 0.2251,                0.93428,             0.00073933,             0.00073933,             0.00073933
                    197,                0.44406,                0.40211,                 0.9562,                0.99537,                0.99877,                  0.995,                0.91486,                0.38925,                0.22018,                0.92549,             0.00073579,             0.00073579,             0.00073579
                    198,                0.44737,                0.35903,                0.95565,                0.99611,                0.99864,                  0.995,                0.91379,                0.38771,                0.22133,                 0.9305,             0.00073226,             0.00073226,             0.00073226
                    199,                0.44873,                0.35159,                0.96606,                0.98895,                0.99605,                0.99494,                0.91107,                0.40927,                0.23123,                0.95854,             0.00072872,             0.00072872,             0.00072872
                    200,                0.47464,                0.37655,                0.96858,                0.99716,                      1,                  0.995,                0.92912,                0.38385,                0.22779,                0.92298,             0.00072518,             0.00072518,             0.00072518
                    201,                0.43017,                0.33304,                0.95192,                0.99587,                      1,                  0.995,                0.91976,                 0.3762,                0.22176,                0.92051,             0.00072164,             0.00072164,             0.00072164
                    202,                0.44073,                0.35137,                 0.9478,                0.98765,                0.98511,                0.99489,                0.93158,                0.37272,                0.21537,                0.91983,             0.00071811,             0.00071811,             0.00071811
                    203,                0.46246,                0.36839,                0.96225,                0.98852,                0.98685,                  0.995,                0.92184,                 0.3804,                0.23253,                0.92183,             0.00071457,             0.00071457,             0.00071457
                    204,                0.44518,                0.35165,                0.96364,                0.98983,                  0.975,                0.98882,                0.91497,                0.38323,                0.22777,                0.93098,             0.00071103,             0.00071103,             0.00071103
                    205,                0.46582,                0.34915,                0.95818,                0.98446,                0.99811,                  0.995,                0.91782,                0.39338,                0.22752,                0.93303,              0.0007075,              0.0007075,              0.0007075
                    206,                0.45905,                0.34084,                0.96715,                0.99574,                0.99914,                  0.995,                0.93303,                0.37014,                0.20238,                0.91549,             0.00070396,             0.00070396,             0.00070396
                    207,                0.42104,                0.33362,                0.94675,                0.98773,                0.98662,                  0.995,                0.91372,                0.38006,                0.21782,                 0.9329,             0.00070042,             0.00070042,             0.00070042
                    208,                0.44654,                 0.3343,                0.95906,                0.99744,                      1,                  0.995,                0.92536,                0.38141,                0.20441,                0.93224,             0.00069689,             0.00069689,             0.00069689
                    209,                0.43941,                0.34322,                0.94617,                0.99691,                      1,                  0.995,                0.91984,                0.38764,                0.21604,                0.93542,             0.00069335,             0.00069335,             0.00069335
                    210,                0.46872,                0.36806,                0.96803,                  0.998,                      1,                  0.995,                0.92324,                0.37664,                0.20654,                0.92983,             0.00068981,             0.00068981,             0.00068981
                    211,                0.43128,                0.33426,                0.94543,                0.99712,                0.99935,                  0.995,                0.91711,                0.39406,                0.21702,                0.92542,             0.00068628,             0.00068628,             0.00068628
                    212,                0.46261,                 0.3565,                0.96683,                  0.997,                0.99913,                  0.995,                0.92264,                 0.3967,                 0.2144,                0.93412,             0.00068274,             0.00068274,             0.00068274
                    213,                0.42633,                0.33396,                0.94515,                 0.9978,                0.99929,                  0.995,                0.91271,                0.39261,                0.21588,                0.94456,              0.0006792,              0.0006792,              0.0006792
                    214,                0.45682,                0.34801,                 0.9521,                0.99715,                0.99927,                  0.995,                0.92265,                0.39271,                0.22426,                0.92743,             0.00067567,             0.00067567,             0.00067567
                    215,                0.44246,                0.36321,                0.96968,                0.99718,                0.99914,                  0.995,                0.93259,                0.37815,                0.21122,                0.95085,             0.00067213,             0.00067213,             0.00067213
                    216,                0.45905,                0.35839,                0.95822,                0.98786,                0.99686,                0.99483,                0.91553,                0.40224,                 0.2149,                0.94804,             0.00066859,             0.00066859,             0.00066859
                    217,                0.43199,                0.32655,                0.95077,                0.99667,                0.99921,                  0.995,                 0.9309,                0.37976,                0.20501,                0.92041,             0.00066506,             0.00066506,             0.00066506
                    218,                0.42821,                 0.3501,                0.94444,                0.99532,                0.99829,                  0.995,                0.92212,                0.37288,                0.20448,                0.92971,             0.00066152,             0.00066152,             0.00066152
                    219,                0.42367,                0.32902,                0.93902,                0.98968,                0.97325,                0.99249,                 0.9219,                0.38747,                0.22529,                0.93309,             0.00065798,             0.00065798,             0.00065798
                    220,                0.43611,                0.34589,                0.97009,                0.98435,                0.99601,                0.99494,                0.92587,                 0.3791,                0.21316,                0.91851,             0.00065445,             0.00065445,             0.00065445
                    221,                0.42308,                0.33287,                0.94291,                0.99773,                0.99903,                  0.995,                0.91742,                0.38067,                0.20901,                0.91663,             0.00065091,             0.00065091,             0.00065091
                    222,                0.41386,                0.33645,                0.93209,                0.99593,                0.99848,                  0.995,                0.92836,                0.37769,                0.20751,                0.92071,             0.00064737,             0.00064737,             0.00064737
                    223,                 0.4239,                0.34225,                0.94261,                0.99613,                  0.999,                  0.995,                0.91006,                0.39629,                0.21002,                0.93563,             0.00064384,             0.00064384,             0.00064384
                    224,                0.43325,                0.33522,                0.95825,                0.99826,                      1,                  0.995,                0.91976,                0.39804,                0.21096,                0.95235,              0.0006403,              0.0006403,              0.0006403
                    225,                0.41822,                0.34764,                0.93953,                0.99846,                0.99873,                  0.995,                0.92033,                0.39223,                0.22093,                0.95228,             0.00063676,             0.00063676,             0.00063676
                    226,                0.43866,                0.33897,                0.94148,                0.99766,                0.99924,                  0.995,                0.92499,                0.36733,                0.21345,                0.92246,             0.00063323,             0.00063323,             0.00063323
                    227,                0.41704,                0.33574,                0.95336,                0.99572,                 0.9986,                  0.995,                0.92845,                0.37703,                0.20131,                0.93197,             0.00062969,             0.00062969,             0.00062969
                    228,                 0.4102,                0.32066,                0.93814,                0.99692,                0.99893,                  0.995,                0.92358,                0.38366,                0.20756,                0.93566,             0.00062615,             0.00062615,             0.00062615
                    229,                0.42028,                0.32756,                0.94669,                0.99584,                      1,                  0.995,                0.92901,                0.39284,                0.22426,                0.93783,             0.00062262,             0.00062262,             0.00062262
                    230,                0.41427,                0.35017,                0.94042,                0.99348,                      1,                  0.995,                0.92213,                0.37754,                0.21205,                0.93648,             0.00061908,             0.00061908,             0.00061908
                    231,                0.41004,                0.31758,                0.93045,                0.99216,                0.96912,                0.99267,                0.92648,                0.38305,                0.22001,                0.95675,             0.00061554,             0.00061554,             0.00061554
                    232,                 0.4288,                0.35358,                0.95513,                0.99765,                      1,                  0.995,                0.93188,                0.40415,                0.21408,                0.97791,               0.000612,               0.000612,               0.000612
                    233,                0.42649,                0.33052,                0.94047,                0.99595,                      1,                  0.995,                0.91653,                0.40536,                0.21266,                0.96747,             0.00060847,             0.00060847,             0.00060847
                    234,                0.43056,                0.35849,                0.94463,                 0.9943,                      1,                  0.995,                0.93424,                0.37191,                0.19836,                0.92828,             0.00060493,             0.00060493,             0.00060493
                    235,                0.41308,                0.32632,                0.94908,                0.99415,                      1,                  0.995,                0.94064,                0.35944,                0.20795,                 0.9112,             0.00060139,             0.00060139,             0.00060139
                    236,                0.39833,                0.31628,                0.93856,                0.99777,                      1,                  0.995,                 0.9267,                 0.3663,                0.19937,                0.91395,             0.00059786,             0.00059786,             0.00059786
                    237,                0.42372,                0.32455,                0.93987,                0.98768,                0.98781,                0.99488,                0.91641,                0.37804,                0.23115,                0.93783,             0.00059432,             0.00059432,             0.00059432
                    238,                0.41734,                0.32891,                0.93768,                0.99704,                0.99969,                  0.995,                0.92773,                0.37589,                 0.2108,                0.94213,             0.00059078,             0.00059078,             0.00059078
                    239,                 0.4136,                0.30766,                0.93979,                0.99746,                      1,                  0.995,                0.92051,                0.37469,                 0.2222,                0.94024,             0.00058725,             0.00058725,             0.00058725
                    240,                0.40367,                0.33881,                0.93867,                0.99538,                      1,                  0.995,                0.91863,                0.36899,                0.21271,                0.92898,             0.00058371,             0.00058371,             0.00058371
                    241,                0.41618,                0.34139,                0.96126,                0.99656,                      1,                  0.995,                0.92415,                0.37575,                0.20808,                0.92515,             0.00058017,             0.00058017,             0.00058017
                    242,                0.40182,                0.31155,                 0.9408,                0.99713,                      1,                  0.995,                0.92364,                0.38395,                 0.2007,                0.93328,             0.00057664,             0.00057664,             0.00057664
                    243,                0.40186,                0.33019,                 0.9403,                0.99806,                0.99836,                  0.995,                0.91822,                0.37623,                0.20887,                 0.9354,              0.0005731,              0.0005731,              0.0005731
                    244,                0.38686,                0.31316,                0.91949,                0.98561,                0.99829,                  0.995,                0.92804,                0.37186,                0.21171,                0.93366,             0.00056956,             0.00056956,             0.00056956
                    245,                0.41567,                0.32108,                0.94132,                0.98489,                0.99824,                  0.995,                0.93891,                0.36807,                0.20983,                0.92667,             0.00056603,             0.00056603,             0.00056603
                    246,                0.43695,                0.36714,                0.96605,                0.99719,                      1,                  0.995,                 0.9251,                0.36556,                0.19871,                 0.9336,             0.00056249,             0.00056249,             0.00056249
                    247,                0.41495,                0.31732,                0.92621,                0.99775,                 0.9993,                  0.995,                0.92044,                 0.3813,                0.20346,                0.95002,             0.00055895,             0.00055895,             0.00055895
                    248,                0.41795,                 0.3374,                0.93894,                0.98849,                0.99771,                  0.995,                0.92345,                0.37352,                0.19745,                0.94312,             0.00055542,             0.00055542,             0.00055542
                    249,                0.38624,                0.31995,                0.92954,                0.99656,                0.99859,                  0.995,                0.91649,                0.37863,                0.20632,                0.94921,             0.00055188,             0.00055188,             0.00055188
                    250,                0.39307,                0.30829,                0.93012,                0.99771,                0.99692,                  0.995,                0.91492,                0.39334,                0.21029,                0.95044,             0.00054834,             0.00054834,             0.00054834
                    251,                0.41838,                0.32626,                0.94477,                0.99818,                0.99993,                  0.995,                0.91047,                0.41526,                 0.2189,                0.95988,             0.00054481,             0.00054481,             0.00054481
                    252,                0.43747,                0.33916,                0.95701,                0.99846,                0.99918,                  0.995,                0.93084,                0.38394,                0.20519,                0.94887,             0.00054127,             0.00054127,             0.00054127
                    253,                0.38859,                0.31851,                0.92229,                0.99518,                 0.9983,                  0.995,                0.92571,                0.36898,                0.19663,                0.93312,             0.00053773,             0.00053773,             0.00053773
                    254,                0.38322,                0.30883,                0.91923,                0.99661,                0.99819,                  0.995,                0.91806,                0.37787,                0.19209,                0.93053,              0.0005342,              0.0005342,              0.0005342
                    255,                0.39162,                0.29938,                0.92648,                0.99637,                0.99891,                  0.995,                0.92964,                0.36947,                0.18422,                0.93504,             0.00053066,             0.00053066,             0.00053066
                    256,                0.39124,                0.31333,                0.94516,                0.99701,                0.99922,                  0.995,                 0.9312,                0.37078,                0.19905,                0.93571,             0.00052712,             0.00052712,             0.00052712
                    257,                0.40921,                 0.3265,                0.94026,                0.99823,                 0.9997,                  0.995,                0.91657,                0.37359,                0.20164,                0.94267,             0.00052359,             0.00052359,             0.00052359
                    258,                0.41199,                0.31576,                0.93264,                0.99756,                0.99921,                  0.995,                0.92409,                0.39154,                0.20339,                0.94483,             0.00052005,             0.00052005,             0.00052005
                    259,                0.38142,                0.32466,                0.92174,                0.99758,                0.99897,                  0.995,                 0.9255,                0.37212,                0.19989,                0.94071,             0.00051651,             0.00051651,             0.00051651
                    260,                0.37735,                0.29325,                 0.9326,                0.99705,                      1,                  0.995,                   0.92,                0.37192,                 0.2027,                0.92204,             0.00051298,             0.00051298,             0.00051298
                    261,                0.41718,                0.34327,                0.94066,                0.99719,                      1,                  0.995,                0.93388,                0.37838,                0.20296,                 0.9234,             0.00050944,             0.00050944,             0.00050944
                    262,                0.38065,                0.32054,                0.92996,                 0.9972,                      1,                  0.995,                0.92354,                0.37638,                0.19103,                0.92703,              0.0005059,              0.0005059,              0.0005059
                    263,                0.39779,                0.31549,                0.92985,                 0.9978,                      1,                  0.995,                0.92437,                0.39425,                0.20034,                0.93479,             0.00050236,             0.00050236,             0.00050236
                    264,                0.39819,                0.32446,                0.93272,                0.99662,                      1,                  0.995,                0.92603,                0.37033,                0.19432,                0.93035,             0.00049883,             0.00049883,             0.00049883
                    265,                0.41067,                 0.3242,                0.94214,                0.99709,                0.99896,                  0.995,                0.93111,                0.37396,                0.20381,                 0.9396,             0.00049529,             0.00049529,             0.00049529
                    266,                0.38533,                0.30889,                0.92913,                0.99647,                0.99867,                  0.995,                 0.9151,                0.40468,                0.20643,                0.95126,             0.00049175,             0.00049175,             0.00049175
                    267,                0.40555,                0.31971,                 0.9364,                0.99707,                      1,                  0.995,                  0.938,                0.38712,                0.20766,                0.94837,             0.00048822,             0.00048822,             0.00048822
                    268,                0.40443,                0.30041,                0.93746,                0.99746,                      1,                  0.995,                0.92849,                0.37799,                 0.2119,                0.94506,             0.00048468,             0.00048468,             0.00048468
                    269,                0.39504,                0.31352,                0.93308,                0.99758,                0.99943,                  0.995,                0.92536,                0.40304,                0.21652,                0.95688,             0.00048114,             0.00048114,             0.00048114
                    270,                 0.3892,                0.29113,                0.93045,                0.99679,                      1,                  0.995,                0.93546,                0.37428,                0.19323,                0.94102,             0.00047761,             0.00047761,             0.00047761
                    271,                0.39806,                0.31503,                0.92935,                0.99745,                      1,                  0.995,                 0.9289,                0.37193,                0.19255,                 0.9455,             0.00047407,             0.00047407,             0.00047407
                    272,                0.38277,                0.30255,                0.93303,                 0.9965,                0.99876,                  0.995,                0.92191,                0.37526,                0.19516,                0.94301,             0.00047053,             0.00047053,             0.00047053
                    273,                0.38634,                0.32588,                 0.9332,                0.99117,                0.98372,                0.99477,                0.93275,                0.37649,                0.21375,                0.93918,               0.000467,               0.000467,               0.000467
                    274,                0.37288,                0.30069,                 0.9154,                0.99424,                      1,                  0.995,                 0.9296,                0.37315,                0.19924,                0.93302,             0.00046346,             0.00046346,             0.00046346
                    275,                0.35973,                0.28222,                0.92155,                0.99736,                      1,                  0.995,                0.92648,                0.37282,                0.19439,                0.93254,             0.00045992,             0.00045992,             0.00045992
                    276,                0.37169,                0.28361,                0.93293,                0.98973,                0.98681,                  0.995,                0.93743,                 0.3668,                0.20088,                0.93194,             0.00045639,             0.00045639,             0.00045639
                    277,                0.37556,                0.29406,                0.91583,                0.99292,                      1,                  0.995,                0.93331,                0.37544,                0.19729,                0.93638,             0.00045285,             0.00045285,             0.00045285
                    278,                 0.3723,                0.28331,                0.92569,                0.99818,                      1,                  0.995,                0.92415,                0.38079,                0.19695,                0.94369,             0.00044931,             0.00044931,             0.00044931
                    279,                0.39266,                0.28866,                0.92411,                0.99757,                      1,                  0.995,                0.92033,                 0.3887,                0.20372,                0.95273,             0.00044578,             0.00044578,             0.00044578
                    280,                0.37464,                0.31759,                0.92554,                0.99811,                      1,                  0.995,                0.92401,                0.37639,                0.19351,                0.92941,             0.00044224,             0.00044224,             0.00044224
                    281,                 0.4043,                0.32393,                0.94363,                0.99647,                      1,                  0.995,                0.93631,                0.37554,                0.18976,                   0.94,              0.0004387,              0.0004387,              0.0004387
                    282,                0.39886,                0.30765,                0.93542,                 0.9973,                      1,                  0.995,                0.92162,                0.37674,                0.19536,                0.93847,             0.00043517,             0.00043517,             0.00043517
                    283,                0.38207,                0.31219,                0.93526,                0.99789,                      1,                  0.995,                0.92913,                0.36999,                0.19616,                0.94006,             0.00043163,             0.00043163,             0.00043163
                    284,                0.36286,                0.28383,                0.90874,                0.99712,                      1,                  0.995,                0.93049,                0.36996,                 0.1889,                 0.9492,             0.00042809,             0.00042809,             0.00042809
                    285,                0.36937,                0.28793,                0.92511,                 0.9941,                0.99985,                  0.995,                0.92734,                0.37484,                0.19761,                0.95332,             0.00042456,             0.00042456,             0.00042456
                    286,                0.37266,                0.30506,                 0.9271,                0.99698,                      1,                  0.995,                0.93706,                0.36931,                0.19741,                0.93799,             0.00042102,             0.00042102,             0.00042102
                    287,                0.36206,                0.29712,                 0.9245,                0.99689,                      1,                  0.995,                0.94411,                0.37588,                0.19569,                0.94395,             0.00041748,             0.00041748,             0.00041748
                    288,                0.38095,                0.28847,                0.93309,                 0.9978,                      1,                  0.995,                0.93708,                0.36295,                0.18424,                0.93646,             0.00041395,             0.00041395,             0.00041395
                    289,                0.40222,                 0.2992,                 0.9673,                0.99671,                      1,                  0.995,                0.92855,                0.38336,                0.18966,                0.94206,             0.00041041,             0.00041041,             0.00041041
                    290,                 0.3752,                0.30026,                0.92569,                0.99737,                      1,                  0.995,                0.92765,                0.36467,                 0.1934,                0.93533,             0.00040687,             0.00040687,             0.00040687
                    291,                0.36795,                0.29499,                0.91723,                0.99605,                      1,                  0.995,                0.92854,                0.37369,                0.19806,                0.93812,             0.00040334,             0.00040334,             0.00040334
                    292,                0.37327,                0.27969,                0.93417,                0.99671,                      1,                  0.995,                0.93385,                0.37141,                0.20166,                0.93786,              0.0003998,              0.0003998,              0.0003998
                    293,                0.36121,                0.27877,                0.91881,                0.99735,                      1,                  0.995,                0.93511,                0.36722,                  0.195,                0.93638,             0.00039626,             0.00039626,             0.00039626
                    294,                0.38202,                0.30467,                0.93015,                0.99814,                      1,                  0.995,                0.92845,                 0.3795,                0.19613,                0.93809,             0.00039272,             0.00039272,             0.00039272
                    295,                0.36197,                0.29366,                0.92265,                0.99816,                      1,                  0.995,                0.93721,                0.36891,                0.18604,                0.92984,             0.00038919,             0.00038919,             0.00038919
                    296,                0.36347,                0.28781,                0.91532,                0.99841,                      1,                  0.995,                0.93763,                0.36779,                0.18972,                 0.9303,             0.00038565,             0.00038565,             0.00038565
                    297,                0.35859,                0.28423,                0.92072,                0.99846,                      1,                  0.995,                0.93994,                0.37188,                0.18781,                0.93828,             0.00038211,             0.00038211,             0.00038211
                    298,                  0.382,                0.28482,                 0.9413,                0.99764,                      1,                  0.995,                0.93245,                0.36726,                0.19158,                0.93838,             0.00037858,             0.00037858,             0.00037858
                    299,                0.34653,                0.28095,                  0.922,                0.99638,                 0.9981,                  0.995,                 0.9293,                0.36248,                0.19319,                0.93028,             0.00037504,             0.00037504,             0.00037504
                    300,                0.36457,                0.28732,                0.92534,                0.99808,                      1,                  0.995,                0.93523,                0.36265,                0.18157,                0.92752,              0.0003715,              0.0003715,              0.0003715
                    301,                0.35094,                0.28544,                0.91753,                0.99795,                      1,                  0.995,                0.92746,                0.36479,                 0.1796,                0.93048,             0.00036797,             0.00036797,             0.00036797
                    302,                  0.357,                0.28723,                0.92325,                0.99786,                      1,                  0.995,                0.93554,                0.35287,                0.18556,                0.92143,             0.00036443,             0.00036443,             0.00036443
                    303,                0.36581,                0.29406,                0.92621,                0.99769,                      1,                  0.995,                0.93735,                0.34351,                0.18217,                0.91758,             0.00036089,             0.00036089,             0.00036089
                    304,                0.35784,                0.27303,                0.91112,                 0.9976,                      1,                  0.995,                0.93386,                0.34594,                0.18542,                0.91966,             0.00035736,             0.00035736,             0.00035736
                    305,                0.35592,                0.28333,                0.92436,                 0.9969,                      1,                  0.995,                0.93546,                0.35005,                0.18516,                0.92357,             0.00035382,             0.00035382,             0.00035382
                    306,                0.36018,                0.28346,                0.92394,                0.99797,                      1,                  0.995,                0.93972,                0.35671,                0.18827,                0.92797,             0.00035028,             0.00035028,             0.00035028
                    307,                0.36024,                 0.2765,                0.92933,                0.99771,                      1,                  0.995,                0.93464,                0.36207,                0.19946,                0.93106,             0.00034675,             0.00034675,             0.00034675
                    308,                0.37155,                0.28053,                0.91678,                0.99813,                      1,                  0.995,                0.93292,                0.35952,                0.19188,                0.93126,             0.00034321,             0.00034321,             0.00034321
                    309,                0.35753,                0.27788,                0.92318,                0.99586,                0.99982,                  0.995,                0.94419,                 0.3756,                0.20108,                0.94106,             0.00033967,             0.00033967,             0.00033967
                    310,                0.35846,                0.27505,                0.90845,                0.98826,                0.99889,                  0.995,                0.94188,                0.36574,                0.20344,                0.93944,             0.00033614,             0.00033614,             0.00033614
                    311,                0.33328,                0.26758,                0.90948,                0.98671,                0.99873,                  0.995,                0.93281,                0.37595,                0.20637,                0.95014,              0.0003326,              0.0003326,              0.0003326
                    312,                0.35823,                0.29037,                0.92004,                0.99815,                      1,                  0.995,                0.92961,                0.37661,                0.19458,                0.95269,             0.00032906,             0.00032906,             0.00032906
